n_authors,Session,Order,abstract_number,category,article-title,surname1,given-names1,aff1,abstract,fn-group,surname2,given-names2,aff2,surname3,given-names3,aff3,surname4,given-names4,aff4,surname5,given-names5,aff5,surname6,given-names6,aff6,surname7,given-names7,aff7,surname8,given-names8,aff8,surname9,given-names9,aff9,surname10,given-names10,aff10,surname11,given-names11,aff11,surname12,given-names12,aff12,surname13,given-names13,aff13,surname14,given-names14,aff14,surname15,given-names15,aff15,surname16,given-names16,aff16,surname17,given-names17,aff17
2,10,41,71,"Contributed Poster","Threshold versus intensity curves measured with a new high-brightness display system",Taveras-Cruz,Yesenia,"Northeastern University, Boston, MA","Classical threshold vs. intensity (tvi) curves were measured using optical systems and were generally limited to increment test stimuli and relatively simple spatial patterns. Modern displays provide more flexibility in terms of stimuli spatial profiles but are usually dim enough that there may be rod intrusion when measuring cone responses. Here we describe a high-brightness display system and present tvi’s for increment and decrement achromatic tests. The system consists of a PROPixx three-chip DLP LED color projector (VPixx Technologies, Saint-Bruno, Canada) controlled via a Datapixx display driver, with 12-bit digital to analog conversion per RGB channel. Light from the projector is collected in a large diameter lens and focused on high gain rear projection screen. Retinal illuminance of the background may be varied in three ways: (a) varying the mean current supplied to the LEDs from the controller (adjustable in software); (b) using calibrated neutral density filters mounted near the eye; and (c) changing the midpoint of the RGB channels in software (e.g., making the white background as R=G=B=0.1 instead of 0.5). Method (c) is made easier by the fact that the PROPixx “gamma curve” is linear, which also means that no RGB bits are lost to gamma correction. We will show thresholds for achromatic tests on a white background varying from 0.56 to 4.03 log trolands, with preliminary results suggesting differences in the tvi curves between the increment and decrement tests.","This work was supported by NSF BCS-1921771","Eskew, Jr.","Rhea T.","Northeastern University, Boston, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,42,72,"Contributed Poster","Experimental assessment of scleral anisotropy using multi-meridian air-coupled ultrasonic optical coherence elastography",Villegas,Lupe,"“Daza de Valdes” Institute of Optics, The Spanish National Research Council - CSIC, Madrid, Spain","Scleral biomechanics plays a key role in the understanding of myopia progression. In this study, we characterized the elastic properties of sclera using an air-coupled ultrasonic (ACUS) optical coherence elastography (OCE) system. New Zealand rabbit eyes (n=7) were measured (<24hr postmortem) in four scleral locations: superior/inferior temporal (ST, IT), and superior/inferior nasal (SN, IN) maintaining an intraocular pressure of 15 mmHg. Elastic waves were induced in the sclera, and wave propagation velocity and shear modulus were measured along two directions: circumferential (superior-inferior) and meridional (nasal-temporal). Wave velocity in scleral tissue ranged from 6 to 24 m/s and shear modulus from 11 to 150 kPa. Velocity was significantly higher (p<.001) in the circumferential vs. meridional directions in the following locations: ST:15.83±2.85 vs 9.43±1.68 m/s, IT:15.00±3.98 vs 8.93±1.53 m/s; SN:16.79±4.30 vs 9.27±1.47 m/s; and IN:13.92±3.85 vs 8.57±1.46 m/s. The average shear modulus in the circumferential was also significantly higher (p<.001) than in the meridional direction for all locations: 65.37±6.04 vs 22.55±1.36 kPa. These results show that the rabbit sclera is mechanically anisotropic with higher rigidity in the circumferential direction compared to the meridional direction. ACUS-OCE is a promising non-invasive method to quantify the biomechanical changes in scleral tissue for future studies involving myopia treatments.","Horizon 2020 Framework Programme European Project Imcustomeye (H2020-ICT-2017 Ref. 779960); European Research Council (2018-ADG-SILKEYE-833106); Spanish Government PID2020-115191RB-I00; NIH NIE P30EY 001319; Unrestricted Funds Research to Prevent Blindness, NY; Spanish Government10.13039/100014440 (CSIC JAE Intro Fellowship); L'Oréal-UNESCO “For Women in Science” Spain; Spanish Government Juan de la Cierva-Incorporation Fellowship (IJC2018-037508-I); Fundacja na rzecz Nauki Polskiej (MAB/2019/12); National Agency for Academic Exchange, Polish Government (NAWA ULAM/2020/1/00176) ",Zvietcovich,Fernando,"“Daza de Valdes” Institute of Optics, The Spanish National Research Council - CSIC, Madrid, Spain",Varea,Alejandra,"“Daza de Valdes” Institute of Optics, The Spanish National Research Council - CSIC, Madrid, Spain",Curatolo,Andrea,"“Daza de Valdes” Institute of Optics, The Spanish National Research Council - CSIC, Madrid, Spain",Birkenfeld,"Judith S.","“Daza de Valdes” Institute of Optics, The Spanish National Research Council - CSIC, Madrid, Spain",Marcos,Susana,"The Center for Visual Science, University of Rochester, Rochester, New York, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,43,73,"Contributed Poster","Optical coherence elastography for In situ measurement of stiffness increase in posterior sclera after crosslinking ",Vinas-Pena,Maria,"Wellman Center for Photomedicine and Harvard Medical School, Massachusetts General Hospital, Boston, MA, USA.","During eye growth, scleral development critically determine eye size and thus the refractive status of the eye. Scleral remodeling in myopia includes scleral thinning, loss of scleral tissue, and  weakening of the mechanical properties. Therefore, an intervention aiming at stiffening scleral tissues (crosslinking, SCXL) may provide a way to prevent or treat myopia. The development of SCXL requires tools to evaluate the effects of crosslinking on the mechanical properties of tissues, particularly in sclera where the mechanical properties are more spatially heterogeneous than in the cornea, anisotropic, and varying locally from the anterior to posterior regions.
Here, we apply the high-frequency OCE technique to measure the heterogeneous mechanical properties of posterior scleral tissues and, evaluate the changes in shear moduli after SCXL. As a model system, we use ex vivo in porcine eyes and riboflavin-assisted UV crosslinking. From measured elastic wave speeds (6-16kHz), the average out-of-plane shear modulus was 0.71±0.12MPa (n=20) for normal scleras. After treatment, the shear modulus increased to 1.50±0.39MPa. This 2-fold change was consistent with the increase of static Young’s modulus from 5.5±.1 to 9.3±1.9MPa after crosslinking, using conventional uniaxial extensometry. OCE revealed regional stiffness differences across the temporal, nasal, and deeper posterior sclera, demonstrating its potential as a noninvasive tool to test the effect of scleral crosslinking.
","This research has received funding from the European Union's Horizon 2020 Research and Innovation Program under the Marie Sklodowska-Curie grant agreement H2020-MSCA-IF-GF-2019-MYOMICRO-893557 to MV and grants from the U.S. National Institutes of Health (R01-EB027653 and R42-EY028820).",FENG,Xu,"Wellman Center for Photomedicine and Harvard Medical School, Massachusetts General Hospital, Boston, MA, USA.",Li,Guoyang,"Wellman Center for Photomedicine and Harvard Medical School, Massachusetts General Hospital, Boston, MA, USA.",Yun,"SEOK-HYUN ","Wellman Center for Photomedicine and Harvard Medical School, Massachusetts General Hospital, Boston, MA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,44,74,"Contributed Poster","Time resolved modulation of neuronal activity associated with attention to low-level visual features",Wade,Alex,"University of York","During eye growth, scleral development critically determine eye size and thus the refractive status of the eye. Scleral remodeling in myopia includes scleral thinning, loss of scleral tissue, and  weakening of the mechanical properties. Therefore, an intervention aiming at stiffening scleral tissues (crosslinking, SCXL) may provide a way to prevent or treat myopia. The development of SCXL requires tools to evaluate the effects of crosslinking on the mechanical properties of tissues, particularly in sclera where the mechanical properties are more spatially heterogeneous than in the cornea, anisotropic, and varying locally from the anterior to posterior regions.
Here, we apply the high-frequency OCE technique to measure the heterogeneous mechanical properties of posterior scleral tissues and, evaluate the changes in shear moduli after SCXL. As a model system, we use ex vivo in porcine eyes and riboflavin-assisted UV crosslinking. From measured elastic wave speeds (6-16kHz), the average out-of-plane shear modulus was 0.71±0.12MPa (n=20) for normal scleras. After treatment, the shear modulus increased to 1.50±0.39MPa. This 2-fold change was consistent with the increase of static Young’s modulus from 5.5±.1 to 9.3±1.9MPa after crosslinking, using conventional uniaxial extensometry. OCE revealed regional stiffness differences across the temporal, nasal, and deeper posterior sclera, demonstrating its potential as a noninvasive tool to test the effect of scleral crosslinking.","ESRC, BBSRC",Maltby,Thomas,QMUL,Wailes-Newson,Kirstie,"University of York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,45,75,"Contributed Poster","Comparison of brightness and vividness of colors with different background colors in PCCS",Wakata,Tadayuki,"Waseda University","The purpose of this study was to compare the brightness and vividness of color on different-colored backgrounds. The stimuli were 173 patches of colors lying within the Practical Color Co-ordinate System (PCCS). The backgrounds were three achromatic colors: white, mid-gray, and black. Each color patch was pasted on mounts colored each of the background colors, making 519 combinations. Participants evaluated the stimuli on scales of bright to dark (brightness) and vivid to dull (vividness) using the Visual Analog Scale app on an iPad. They viewed the stimuli in a D65 standard light source booth in a dark room. The brightness and vividness scores for the three background colors were compared using Bonferroni correction for multiple comparisons for each color. It was found that, for both brightness and vividness scores, there were considerably smaller differences between a white and a black background than between a black and a gray background or a white and a gray background. Color bias was shown, with significant differences arising compared to the PCCS tone. Brightness and vividness evaluations were correlated; thus, they were integrated using Principal Component Analysis. The loading of the first principal component was 0.826, and this new integrated dimension was termed “Brilliantness.”",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,46,76,"Contributed Poster","Optoretinography-based frequency characterization of the retinal response to a chirped flickering light",Wegrzyn,"Piotr Franciszek","ICTER – International Centre For Translational Eye Research","In this contribution, we present experimental results of in vivo characterization of the photoreceptor's response to a chirped flickering white light stimulating the retina. We acquire the ORG signal with Spatio-Temporal Optical Coherence Tomography (STOC-T) setup, which combines both temporal and coherence gating to overcome limitations present in Full Field Fourier Domain Optical Coherence Tomography. From the acquired volumes, we extract the changes in optical path length (OPL) between the inner and outer photoreceptor junction (ISOS) and the cone outer segment tips (COST). We perform the measurements for frequencies ranging from 5 Hz to 50 Hz. The chirped flickering facilitates significantly shorter data acquisition time. We present results of in vivo measurement from three volunteers. Our results show that we can measure OPL changes between ISOS and COST occurring in response to a chirped flickering stimulation in a reproducible manner and resolve the amplitude of the response in the function of flicker frequency.","Foundation for Polish Science (MAB/2019/12): The International Centre for Translational Eye Research (MAB/2019/12) project is carried out within the International Research Agendas Programme of the Foundation for Polish Science, co-financed by the European Union under the European Regional Development Fund. National Science Center: 2016/22/A/ST2/00313 and 2020/38/L/ST2/00556",Tomczewski,Sławomir,"ICTER – International Centre for Translational Eye Research",Borycki,Dawid,"ICTER – International Centre for Translational Eye Research",Wojtkowski,Maciej,"ICTER – International Centre for Translational Eye Research",Curatolo,Andrea,"ICTER – International Centre for Translational Eye Research",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,47,77,"Contributed Poster","Investigating temporal evolutions of perceptual choice within biological and artificial neural networks",Xu,"Yunlong ","University of Rochester ","Perceptual decisions involve a process that evolves over time until it reaches a decision boundary. It's important to understand how this process unfolds. Recent psychophysical data indicates that the visual system extracts motion axis information faster than motion direction information (Kwon et al., 2015, J Vision). To understand the underlying mechanisms, we developed a biophysically realistic cortical network model of decision making. We generalized the two-variable reduced spiking neural network (Wong et al., 2006, J Neuroscience) to four-variable. The network input is based on motion energy (Adelson et al., 1985, Josa a) and the temporal profile of surround influence (Tadin et al., 2006, J Neuroscience). The model reproduces the prior experimental findings, showing the motion axis extraction before direction extraction. It reveals a stronger axis-wise inhibitory connection between the selective neural populations than the direction-wise inhibitory connection. We further designed a recurrent deep neural network to validate the neural population connectivity pattern. Our model provides a quantitative explanation for the temporal evolution of motion direction judgments. The results show that the spatiotemporal filtering for visual motion integration, the center-surround antagonism, and stronger axis-wise inhibitory connection between the selective neural populations can explain how the visual system can extract motion axis orientation before detecting motion direction.",None,Kwon,"Oh-Sang ","Ulsan National Institute of Science and Technology",Zhang,Ruyuan,"Shanghai Jiao Tong University",Tadin,Duje,"University of Rochester ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,48,78,"Contributed Poster","A Simple Method for the Measurement of the Color Matching Functions",Yamauchi,Yasuki,"Yamagata University","It is well known that colorimetric matching of colors on different media does not ensure that their appearance is the same for everyone. One of the reasons is that there are variations in the color matching functions (CMFs) between observers, and that individual CMFs are different from that of the standard observer defined in CIE. If CMFs can be measured easily for each observer, customized color management will be possible. Traditional methods require the adjustment of the intensities of three primary lamps (R, G, B) which is not easy for naïve observers.
A simple method is proposed in this research, in which observers select the closest color from multiple candidates to a reference. The candidate colors are composed of 5 x 5 x 5 lattice, whose center is the expected matching color.
 The average and standard deviation of the CMFs were calculated based on the CMFs of 11 observers. For each CMF, 5 candidate values were produced: average, average +/- 1/2 SD, average +/- SD. In the experiment, the observers were allowed to choose one for each CMF of RGB among 5 candidates to make a best match. Five observers whose CMFs were measured with the adjustment method participated in the experiment. The results of two methods showed good consistencies for the G and R CMFs, while some discrepancies were observed for the B CMFs. The total time of the experiment was reduced to 1/4 to 1/3, and it was also easy for the naïve subjects, which indicate that our method is an effective one.","This work was partially supported by JSPS KAKENHI (C) Grant Number 20K12017",Kamimura,Yuki,"Yamagata University",Liu,Ruiyan,"Yamagata University",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,49,79,"Contributed Poster","The impact of retinal excitotoxic lesions on parallel visual streams in the ferret dorsal lateral geniculate nucleus. 	 ",Yang,Jingyi,"University of Rochester","Attesting to the relative strength of retinal inputs to the dorsal lateral geniculate nucleus (LGN) of the thalamus, in cats, acute retinal lesions erase responses of LGN neurons whose receptive fields fall within the retinal lesion projection zone (LPZ). Yet, thirty days later, these receptive fields appear to shift their representation to the immediate surround of the LPZ. However, little is known about whether LGN neurons in parallel streams are equally affected following retinal damage. Here, we asked whether changes in response properties of surviving LGN neurons depend on (1) their identity as either X/Y or ON/OFF cells, or (2) their receptive fields’ positions relative to the LPZ. To test these hypotheses, we made retinal lesions by injecting kainic acid (KA) into one eye of ferrets and recorded from LGN neurons bilaterally in response to visual stimuli 7 days post-lesion. Area and eccentricities of retinal ganglion cell (RGC) loss in the retina were measured by RBPMS immunostaining. Relative eccentricities of recorded LGN neurons were based on electrode tracts. Our preliminary data suggest that RGC with large cell bodies are preserved in the lesioned eye. Additionally, we observed normal transient responses but altered sustained responses to flashing stimuli among contralateral responsive OFF LGN neurons. Together, these findings support the notion that acute KA lesions may differentially impact visual parallel processing streams at the surround of the LPZ in the LGN.",EY031520,Huxlin,Krystel,"University of Rochester",Briggs,Farran,"University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,50,80,"Contributed Poster","Comparison of Dynamic Visual Acuity Assessments in Head-Mounted Technology and Traditional Laptop-based Method",Zaman,Nasif,"Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Reno, Nevada, United States","An impairment in dynamic visual acuity (DVA) has been observed in astronauts shortly after they return to Earth.1 These transitional effects may lead to safety risks during interplanetary spaceflight. At this time, functional vision assessments are performed via laptop onboard the International Space Station. However, DVA is not performed as a standard assessment, and optimization of traditional assessments may aid in more efficient and frequent testing. As part of our group’s NASA-funded head-mounted visual assessment system to detect subtle vision changes in long-duration spaceflight2, we present a method to measure DVA in virtual reality. An early validation study was conducted with 5 subjects comparing our novel assessment with a traditional laptop-based test. All participants had a best correctable visual acuity of 20/20, had no past ocular history, balancing disorders, or neurological history. Our DVA assessment framework was built in UnrealEngine 4. The early validation study confirmed that our VR-based DVA assessment performed similarly to traditional laptop-based test (0.485 and 0.525 LogMar respectively, Pearson Correlation = 0.911). A Bland-Altman plot and analysis demonstrated that our DVA assessment data fell within the upper and lower limits of agreement. Future studies are required to further validate this technology; however, these early results showcase VR-based DVA assessment as a promising alternative to laptop-based methods.","NASA Grant [80NSSC20K183]: A Non-intrusive Ocular Monitoring Framework to Model Ocular Structure and Functional Changes due to Long-term Spaceflight.",Waisberg,Ethan," University College Dublin School of Medicine, Belfield, Dublin, Ireland",Ong,Joshua,"Michigan Medicine, University of Michigan, Ann Arbor, Michigan, United States",Paladugu,"Phani ","Brigham and Women’s Hospital, Harvard Medical School, Boston, Massachusetts, United States ",Kamran,"Sharif Amit","Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Reno, Nevada, United States",Lee,"Andrew G.","Department of Ophthalmology, Blanton Eye Institute, Houston Methodist Hospital, Houston, Texas, United States;The Houston Methodist Research Institute, Houston Methodist Hospital, Houston, Texas, United States;Departments of Ophthalmology, Neurology, and Neurosurgery, Weill Cornell Medicine, New York, New York, United States;Department of Ophthalmology, University of Texas Medical Branch, Galveston, Texas, United States;University of Texas MD Anderson Cancer Center, Houston, Texas, United States Texas A&M College of Medicine, Texas, United States;Department of Ophthalmology, The University of Iowa Hospitals and Clinics, Iowa City, Iowa, United States",Tavakkoli,Alireza,"Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, Reno, Nevada, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,51,81,"Contributed Poster","Deep Active Learning Using Retinal Image Embedding Vectors to Optimize Training Data Selections",Zhang,Yifan,"C. Light Technologies, Inc.; Department of Computer Science, University of California, Berkeley; Department of Statistics, University of California, Berkeley","In recent years, deep learning (DL) has made breakthroughs in many fields. However, the success of DL requires constant re-training with large amounts of data, which is often costly, causing data paucity problems in the medical space. Active learning (AL), on the other hand, aims to reduce the amount of training data while still retaining similar performance through the exploration of the added value of data. 

In this study, we designed an AL system for training Artificial Intelligence (AI) models to explore faster learning curves while minimizing the need for new data. The model was designed for vessel object detection, using a Deep Neural Network (DNN), for scanning laser ophthalmoscopy (SLO) retinal images. Image embedding vectors were used to proactively select the most informative data. We established a baseline of k-fold cross validation frameworks to measure model performance, where 809 annotated images were randomly selected from our database and divided into multiple regions of interest with minimal selection bias. Using this validation framework, we observed the detection model for vessel junctions could achieve a mean average precision (mAP) of 0.648, precision of 0.645, and recall of 0.703; tested on 135 images. We then tested our active learning system by dividing the dataset into two clusters using image embedding vectors and machine learning clustering algorithms. We observed one cluster converged faster to the desired mAP performance than the other by 2.3x.
","This research was supported by grants from the National Institutes of Health TL1 TR 001871 (C.K.S.) and R41 NS100222-01A1 (A.J.G. and C.K.S.), and That Man May See (A.J.G. and C.K.S.).",Sheehy,Christy,"C. Light Technologies, Inc.",Zhang,Min,"Department of Ophthalmology, University of Pittsburgh School of Medicine",Rossi,Ethan,"Department of Ophthalmology, University of Pittsburgh School of Medicine",Green,Ari,"Department of Neurology, University of California, San Francisco; Department of Ophthalmology, University of California, San Francisco",Xing,Joe,"C. Light Technologies, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,52,82,"Contributed Poster","Dynamic optomechanical eye model for the validation of peripheral aberration measurement",Zhao,Yanbo,"Centre of Micro/Nano Manufacturing Technology (MNMT-Dublin), University College Dublin, Dublin 4, Ireland","Many myopia control products based on the peripheral defocus theory have emerged on the market in the past five years. However, efficient measurement of peripheral aberrations is still not a well-addressed problem. To validate the aberrometer for peripheral aberration measurement, a dynamic wide field optomechanical eye model is designed and fabricated. This model consists of a plano-convex lens representing cornea (f’=30mm), a double-convex lens representing crystalline lens (f’=100mm), and a spherical retinal screen with a 12mm radius. To optimize the quality of spot-field images get from the Hartman-Shack sensor, the materials and surface treatment for the retina are studied. The model has a movable retina to achieve Zernike 4th item (Z4 focus) ranging from -6.28-＋6.84 μm. As for M (Mean sphere equivalent), it can achieve -11.85D-+10.88D at 0° visual field and -6.97D-+5.88D at 30° visual field with a 4mm pupil size. To allow a changing pupil size, a slot at the back of the cornea mount and a series of thin metal sheets with 2, 3, 4, and 6 mm holes are manufactured. Both on-axis aberrations and peripheral aberrations of the eye model are verified by commercial aberrometer VX130 (Luneau Technology, France) and the feasibility of the eye model to mimic a human eye in a peripheral aberration measuring system is illustrated.","Science Foundation Ireland (SFI) (No. 15/RP/B3208) and Enterprise Ireland (EI) (CF20221894)",Fang,Fengzhou,"Centre of Micro/Nano Manufacturing Technology (MNMT-Dublin), University College Dublin, Dublin 4, Ireland; State Key Laboratory of Precision Measuring Technology and Instruments, Centre of Micro/Nano Manufacturing Technology (MNMT), Tianjin University, Tianjin 300072, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,53,83,"Contributed Poster","Peripheral blur may provide the eye with a cue for the sign of defocus",Zheleznyak,Len,"Clerio Vision, Inc.","The sign of defocus is used by the retina to guide emmetropization. However, the means by which the eye determines whether light is focused in front of, or behind the retina, remains elusive. In the current study, we propose a new cue for the sign of defocus: the orientation of the anisotropic peripheral blur. Previously published [1] population averages of wavefront aberrations across the horizontal visual field in hyperopes, emmetropes and myopes were used to assess peripheral optical quality and blur orientation. Due to the large magnitudes of off-axis astigmatism and coma, the peripheral retinal image quality was dominated by anisotropic blur, whose direction was also correlated with refractive error (vertically elongated peripheral blur in myopic eyes and horizontally elongated peripheral blur in emmetropic and hyperopic eyes). The differences in groups may be due to the interaction between peripheral wavefront aberrations and globe shape (i.e. peripheral axial length). We also found an interaction between longitudinal chromatic aberration and off-axis astigmatism, wherein peripheral blur orientation is wavelength dependent, raising additional questions pertaining to the nature of chromatic cues. The orientation of peripheral blur may provide the retina with an optical cue for the sign of defocus, potentially playing an important role in emmetropization.
[1] Romashchenko et al., ""Peripheral refraction and higher order aberrations."" Clin Exp Optom 103.1 (2020): 86-94.
","NSF STTR Phase I: NSF/IIP 1549700; NSF STTR Phase II: NSF/IIP 1738506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,54,84,"Contributed Poster","Neural Correlates of the Visual Expectation of Active and Passive Touch ",Isenstein,Emily,"University of Rochester","The sense of touch is frequently paired with a visual stimulus that provides information on how the sensation will be experienced. This is true for both active touch—when a person moves to touch an object—and passive touch—when an object moves to touch a person. However, limited research has been conducted on how active and passive touch are processed by the cortex, as well as how prediction of the sensory experience influences that processing. Here, we use electroencephalography (EEG) to measure cortical activity while virtual reality creates the visual expectation of touching an object that is paired with vibrotactile feedback. In the active condition, the participant will reach toward and receive tactile input from the virtual object. In the passive condition, the virtual object will move toward and provide tactile input to the participant. This experiment will measure an electrophysiological phenomenon called the mismatch negativity (MMN), a distinct deflection in the EEG waveform shown to index a deviation from an established pattern in sensory stimuli. To elicit an MMN, we will manipulate the duration of the vibrotactile stimuli, with 80% being 100 ms long and 20% being 160 ms long. Our experiment is the first to assess the MMN in an active tactile context. Preliminary data (n=4) show a robust N1 component and MMN in response to active and passive touch. Further data collection is ongoing. ","Autism Science Foundation",Rico,Grace,"University of Rochester",Freedman,Ed,"University of Rochester",Tadin,Duje,"University of Rochester",Foxe,John,"University of Rochester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
